4962	英寸	1104
4963	索	1103
4964	共	1103
4965	繷	1102
4966	今后	1102
4967	绕	1102
4968	深入	1102
4969	抬	1102
4970	咧	1102
4971	得分	1102
4972	之地	1101
4973	没说	1101
4974	身份证	1101
4975	布拉德	1101
4976	快樂	1100
4977	騙	1099
4978	签署	1098
4979	珍	1098
4980	登上	1098
4981	無論	1098
4982	睡眠	1098
4983	服用	1096
4984	還能	1096
4985	很多年	1096
4986	听不见	1096
4987	法国人	1096
4988	甜	1096
4989	这算	1095
4990	例子	1095
4991	吼	1094
4992	往前	1094
4993	清洁	1094
4994	胆小鬼	1094
4995	亚洲	1093
4996	夏	1093
4997	许可	1093
4998	警员	1092
4999	继续前进	1092
5000	周一	1092
